taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
England/NORW-318D9BB/2022,BA.1.1.15,0.01,0.88,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,
England/NORW-3192560/2022,BA.1.16,0.34,0.97,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: BA.1;BA.1.16
England/NORW-3184E72/2021,BA.1.15.1,0.26,0.83,Probable Omicron (BA.1-like),0.63,0.0,scorpio call: Alt alleles 37; Ref alleles 0; Amb alleles 19; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,Alt assignments: AY.68;BA.1.15;BA.1.15.1
England/NORW-319545D/2022,BA.1.1.15,0.85,0.32,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 27; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1.1;BA.1.1.15
England/NORW-3192726/2021,BA.1.14,0.69,0.43,Probable Omicron (BA.1-like),0.56,0.0,scorpio call: Alt alleles 33; Ref alleles 0; Amb alleles 24; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: B.1.1;BA.1.1.1;BA.1.10;BA.1.14
England/NORW-3189E4D/2022,BA.1.17.2,0.0,0.9,Omicron (BA.1-like),0.8,0.0,scorpio call: Alt alleles 47; Ref alleles 0; Amb alleles 9; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-31963A1/2021,BA.1.17.2,0.0,0.93,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-3190473/2021,BA.1.15,0.38,0.96,Omicron (BA.1-like),0.81,0.0,scorpio call: Alt alleles 48; Ref alleles 0; Amb alleles 8; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-31976C8/2022,BA.1.1.13,0.78,0.91,Omicron (BA.1-like),0.8,0.0,scorpio call: Alt alleles 47; Ref alleles 0; Amb alleles 10; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1.1;BA.1.1.1;BA.1.1.11;BA.1.1.12;BA.1.1.13
England/NORW-31875E6/2021,BA.1,0.86,0.65,Probable Omicron (BA.1-like),0.56,0.0,scorpio call: Alt alleles 33; Ref alleles 0; Amb alleles 22; Oth alleles 4,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.31,Alt assignments: AY.68;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-318ABE9/2022,BA.1.17,0.02,0.89,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-318E215/2022,BA.1.17.2,0.06,0.97,Omicron (BA.1-like),0.81,0.0,scorpio call: Alt alleles 48; Ref alleles 0; Amb alleles 8; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: B.1.1.7;BA.1.12;BA.1.17.2
England/NORW-318FAD2/2022,BA.1.15.1,0.9,0.73,Probable Omicron (BA.1-like),0.61,0.0,scorpio call: Alt alleles 36; Ref alleles 0; Amb alleles 21; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: BA.1.1.1;BA.1.1.17;BA.1.1.3;BA.1.14;BA.1.15.1
England/NORW-3184B59/2022,BA.1.16,0.46,0.6,Probable Omicron (BA.1-like),0.63,0.0,scorpio call: Alt alleles 37; Ref alleles 0; Amb alleles 19; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: BA.1.12;BA.1.16
England/NORW-3187032/2022,BA.1.17.2,0.0,0.94,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-318DF36/2022,BA.1.17.2,0.0,0.87,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,
England/NORW-319878C/2021,BA.1.15.1,0.28,0.31,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: AY.99.2;BA.1.15.1
England/NORW-31927C1/2022,BA.1.15,0.0,0.91,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-318C26F/2021,BA.1.18,0.0,0.83,Omicron (BA.1-like),0.69,0.0,scorpio call: Alt alleles 41; Ref alleles 0; Amb alleles 15; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,
England/NORW-3184C66/2022,BA.1.15.1,0.9,0.37,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 25; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: AY.99.2;BA.1.14;BA.1.15.1
England/NORW-3198E5C/2021,BA.1.16,0.55,0.93,Omicron (BA.1-like),0.8,0.0,scorpio call: Alt alleles 47; Ref alleles 0; Amb alleles 10; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: BA.1;BA.1.1.1;BA.1.14;BA.1.16
England/NORW-318C524/2022,BA.1.17.2,0.33,0.49,Probable Omicron (BA.1-like),0.59,0.0,scorpio call: Alt alleles 35; Ref alleles 0; Amb alleles 22; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.33,Alt assignments: AY.99.2;BA.1.17;BA.1.17.2
England/NORW-318782C/2022,BA.1.17.2,0.0,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-3195704/2022,BA.1.17.2,0.0,0.92,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.1,
England/NORW-318FD6E/2021,BA.1.17.2,0.15,0.9,Omicron (BA.1-like),0.71,0.0,scorpio call: Alt alleles 42; Ref alleles 0; Amb alleles 14; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,Alt assignments: BA.1.1.1;BA.1.17.2
England/NORW-31892BA/2021,BA.1.1.1,0.84,0.26,Probable Omicron (BA.1-like),0.59,0.0,scorpio call: Alt alleles 35; Ref alleles 0; Amb alleles 21; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: BA.1;BA.1.1.1
England/NORW-3191562/2022,BA.1.15,0.0,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,
England/NORW-3196E98/2021,BA.1.16,0.44,0.48,Probable Omicron (BA.1-like),0.56,0.0,scorpio call: Alt alleles 33; Ref alleles 0; Amb alleles 24; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: B.1.1;BA.1.1.1;BA.1.16
England/NORW-3190203/2021,BA.1.15,0.21,0.98,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.04,Alt assignments: BA.1;BA.1.15
England/NORW-3191CB0/2021,BA.1.14,0.74,0.89,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,Alt assignments: BA.1;BA.1.1.14;BA.1.10;BA.1.14
England/NORW-3191898/2022,BA.1.17,0.2,0.74,Omicron (BA.1-like),0.76,0.0,scorpio call: Alt alleles 45; Ref alleles 0; Amb alleles 12; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,
England/NORW-3197DA5/2021,BA.1.20,0.58,0.97,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: BA.1;BA.1.14;BA.1.20
England/NORW-31964F6/2022,BA.1.1.11,0.86,0.76,Probable Omicron (BA.1-like),0.58,0.0,scorpio call: Alt alleles 34; Ref alleles 0; Amb alleles 23; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.99.2;BA.1.1.11
England/NORW-3189B32/2022,BA.1.17.2,0.0,0.7,Omicron (BA.1-like),0.78,0.0,scorpio call: Alt alleles 46; Ref alleles 0; Amb alleles 11; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,
England/NORW-31974CA/2021,BA.1.14,0.82,0.3,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 27; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.41,Alt assignments: B.1.1;BA.1.1.1;BA.1.1.15;BA.1.10;BA.1.14
England/NORW-3198A50/2021,AY.4,0.4,0.96,Delta (AY.4-like),0.94,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: AY.103;AY.4
England/NORW-318DE9A/2021,BA.1.17.2,0.0,0.98,Omicron (BA.1-like),0.92,0.0,scorpio call: Alt alleles 54; Ref alleles 0; Amb alleles 2; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.04,
England/NORW-31895A9/2022,BA.1.14,0.77,0.54,Probable Omicron (BA.1-like),0.61,0.0,scorpio call: Alt alleles 36; Ref alleles 0; Amb alleles 21; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.32,Alt assignments: B.1.1;B.1.1.7;BA.1.1.1;BA.1.14
England/NORW-3197657/2022,BA.1.17.2,0.02,0.87,Omicron (BA.1-like),0.71,0.0,scorpio call: Alt alleles 42; Ref alleles 0; Amb alleles 15; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,Alt assignments: BA.1.17;BA.1.17.2
England/NORW-31961EB/2022,BA.1.14,0.77,0.28,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 27; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.43,Alt assignments: B.1.1;BA.1.14
England/NORW-3196B2A/2021,BA.1.17.2,0.0,0.93,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,
England/NORW-319104B/2021,BA.1.17.2,0.33,0.21,Omicron (BA.1-like),0.75,0.0,scorpio call: Alt alleles 44; Ref alleles 0; Amb alleles 12; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: BA.1.15;BA.1.17.2
England/NORW-3192D91/2021,BA.1.17.2,0.17,0.68,Omicron (BA.1-like),0.75,0.0,scorpio call: Alt alleles 44; Ref alleles 0; Amb alleles 12; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,Alt assignments: B.1.1.263;BA.1.17.2
England/NORW-3190CFA/2022,BA.1.17.2,0.0,0.96,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-31962A2/2021,BA.1.16,0.34,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,Alt assignments: BA.1;BA.1.16
England/NORW-3191E4D/2022,BA.1.16,0.4,0.87,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 7; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,Alt assignments: BA.1;BA.1.16
England/NORW-31912D6/2022,BA.1.10,0.52,0.9,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-318F5AD/2022,BA.1.14,0.77,0.3,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 27; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1.1;BA.1.14
England/NORW-3190E31/2021,BA.1.16,0.78,0.68,Omicron (BA.1-like),0.78,0.0,scorpio call: Alt alleles 46; Ref alleles 0; Amb alleles 10; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: BA.1;BA.1.1.14;BA.1.10;BA.1.14;BA.1.16
England/NORW-3182F67/2022,BA.1.19,0.86,0.47,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 25; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.33,Alt assignments: B.1.1;B.1.1.7;BA.1.1.1;BA.1.12;BA.1.19
England/NORW-3197CB4/2021,BA.1.16,0.53,0.4,Probable Omicron (BA.1-like),0.56,0.0,scorpio call: Alt alleles 33; Ref alleles 0; Amb alleles 24; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.41,Alt assignments: AY.99.2;BA.1.16
England/NORW-31976F2/2022,BA.1.16,0.36,0.96,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: BA.1;BA.1.16
England/NORW-318D134/2021,BA.1.17.2,0.0,0.84,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,
England/NORW-3198182/2021,AY.4,0.14,0.92,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: AY.110;AY.4
England/NORW-3191E5B/2021,BA.1.17.2,0.0,0.79,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,
England/NORW-318D7CB/2022,BA.1.14,0.91,0.28,Probable Omicron (BA.1-like),0.47,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 29; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.43,Alt assignments: B.1.1;B.1.1.528;BA.1.1.15;BA.1.14
England/NORW-318CAE6/2022,BA.1.17.2,0.01,0.74,Omicron (BA.1-like),0.8,0.0,scorpio call: Alt alleles 47; Ref alleles 0; Amb alleles 9; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.22,Alt assignments: BA.1.17;BA.1.17.2
England/NORW-3187A0E/2022,BA.1.15,0.1,0.77,Omicron (BA.1-like),0.78,0.0,scorpio call: Alt alleles 46; Ref alleles 0; Amb alleles 10; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,
England/NORW-318EBA9/2022,BA.1,0.85,0.09,Probable Omicron (BA.1-like),0.47,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 30; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.49,Alt assignments: AY.113;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-318E8D6/2022,BA.1.15,0.0,0.92,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-31905F1/2022,BA.1.16,0.3,0.94,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1;BA.1.1.1;BA.1.14;BA.1.16
England/NORW-31874CB/2022,BA.1.18,0.08,0.56,Probable Omicron (BA.1-like),0.58,0.0,scorpio call: Alt alleles 34; Ref alleles 0; Amb alleles 22; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.31,Alt assignments: BA.1.1.3;BA.1.14;BA.1.18
England/NORW-318E89E/2022,BA.1.17.2,0.0,0.95,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-318E5E7/2021,BA.1.17.2,0.0,0.74,Omicron (BA.1-like),0.8,0.0,scorpio call: Alt alleles 47; Ref alleles 0; Amb alleles 10; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.22,
England/NORW-318FAE0/2022,BA.1.15.1,0.08,0.78,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 7; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.19,Alt assignments: BA.1.15;BA.1.15.1
England/NORW-318D704/2022,BA.1.17.2,0.31,0.65,Omicron (BA.1-like),0.68,0.0,scorpio call: Alt alleles 40; Ref alleles 0; Amb alleles 17; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.28,Alt assignments: AY.99.2;BA.1.17;BA.1.17.2
England/NORW-3187C28/2022,BA.1.1.15,0.59,0.76,Probable Omicron (BA.1-like),0.61,0.0,scorpio call: Alt alleles 36; Ref alleles 0; Amb alleles 20; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.19,Alt assignments: BA.1.1;BA.1.1.11;BA.1.1.13;BA.1.1.15
England/NORW-3187D43/2022,BA.1.17.2,0.0,0.88,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,
England/NORW-31929F9/2021,BA.1.16,0.3,0.86,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,Alt assignments: BA.1;BA.1.14;BA.1.16
England/NORW-3191B5E/2022,BA.1.1.15,0.09,0.93,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1.1;BA.1.1.12;BA.1.1.15
England/NORW-318F962/2022,BA.1.9,0.74,0.92,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: BA.1;BA.1.1.1;BA.1.1.14;BA.1.14;BA.1.9
England/NORW-318F8F0/2022,BA.1.16,0.69,0.41,Probable Omicron (BA.1-like),0.46,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 30; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: AY.26;B.1.351;B.1.36.17;BA.1.1.1;BA.1.16
England/NORW-3195F36/2021,BA.1.16,0.3,0.92,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.1,Alt assignments: BA.1;BA.1.1.1;BA.1.14;BA.1.16
England/NORW-319230E/2022,AY.4,0.35,0.95,Delta (AY.4-like),0.91,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-3198FBE/2021,BA.1.15,0.0,0.94,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-31979B7/2022,BA.1.16,0.51,0.93,Omicron (BA.1-like),0.81,0.0,scorpio call: Alt alleles 48; Ref alleles 0; Amb alleles 9; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: BA.1;BA.1.14;BA.1.16
England/NORW-3189075/2021,BA.1.17.2,0.0,0.86,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,
England/NORW-3187D98/2021,BA.1.16,0.42,0.76,Probable Omicron (BA.1-like),0.58,0.0,scorpio call: Alt alleles 34; Ref alleles 0; Amb alleles 21; Oth alleles 4,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,Alt assignments: AY.26;BA.1.1.1;BA.1.16
England/NORW-3192E75/2022,BA.1.15,0.78,0.97,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: BA.1;BA.1.15
England/NORW-3196702/2021,AY.4,0.2,0.83,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,Alt assignments: AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-318A429/2022,BA.3,0.47,0.31,Probable Omicron (BA.3-like),0.39,0.04,scorpio call: Alt alleles 21; Ref alleles 2; Amb alleles 30; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: A.2;AT.1;B.1.1;BA.2.10; scorpio replaced lineage inference BA.2.10
England/NORW-3196096/2021,BA.1.17.2,0.17,0.62,Omicron (BA.1-like),0.76,0.0,scorpio call: Alt alleles 45; Ref alleles 0; Amb alleles 11; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.3,Alt assignments: B.1.1.263;BA.1.17.2
England/NORW-3197EA4/2021,AY.4.2,0.0,0.99,Delta (AY.4.2-like),0.94,0.0,scorpio call: Alt alleles 33; Ref alleles 0; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.03,
England/NORW-318D54E/2021,BA.1.17.2,0.18,0.72,Probable Omicron (BA.1-like),0.59,0.0,scorpio call: Alt alleles 35; Ref alleles 0; Amb alleles 20; Oth alleles 4,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,Alt assignments: AY.68;BA.1.15;BA.1.17;BA.1.17.2
England/NORW-318E92C/2021,BA.1.17.2,0.0,0.9,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.1,
England/NORW-319069C/2022,BA.1.16,0.36,0.64,Probable Omicron (BA.1-like),0.61,0.0,scorpio call: Alt alleles 36; Ref alleles 0; Amb alleles 20; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: B.1.1;BA.1.14;BA.1.15;BA.1.16
